,actual,forecast,lower_95,upper_95
1477,45.49,55.55287540484313,20.54050510443306,90.5652457052532
1478,44.73,55.7680905937603,20.1410606180117,91.39512056950889
1479,46.59,58.3850046144029,22.195277752975258,94.57473147583055
1480,52.99,61.57278362350433,24.8656941730765,98.27987307393215
1481,60.26,68.1814405225837,30.996722933729124,105.36615811143827
1482,60.61,63.042934227189555,25.415559240234337,100.67030921414477
1483,60.36,56.93741235308025,18.898273607276003,94.9765510988845
1484,57.4,50.618827355003226,12.195310234961461,89.04234447504498
1485,53.86,47.5090345778655,8.725491186289808,86.2925779694412
1486,53.45,44.35982226854148,5.237970773525774,83.48167376355718
1487,49.72,40.50664300870596,1.0659054999933346,79.94738051741858
1488,46.69,48.06616615233859,36.355772057091755,59.77656024758542
1489,42.43,45.2899043393418,28.666587452580053,61.91322122610355
1490,41.09,43.298925314376426,23.260422972571927,63.33742765618092
1491,40.0,41.935062853047626,19.254326153721376,64.61579955237387
1492,37.55,42.19081167661975,17.363218764849414,67.0184045883901
1493,39.0,44.051889886191304,17.428742842478755,70.67503692990385
1494,42.09,47.63213530383871,19.4776529852618,75.78661762241562
1495,44.96,55.05476928822255,25.57542716842808,84.53411140801703
1496,48.45,58.648216232603545,28.009747828979066,89.28668463622802
1497,52.0,57.70156068664214,26.0396524517385,89.36346892154577
1498,52.0,56.67514022380198,24.10257747140694,89.24770297619702
1499,52.15,56.94056428691017,23.552230672551914,90.32889790126842
1500,55.95,55.5347559157006,21.411259766484967,89.65825206491624
1501,52.0,54.6977129076497,19.908094726523494,89.4873310887759
1502,50.69,54.970361901905186,19.574164056913737,90.36655974689663
1503,53.45,57.639339615728396,21.688219580450117,93.59045965100668
1504,59.99,61.135211258301794,24.67421972442449,97.5962027921791
1505,62.0,68.06278994952591,31.13139748139112,104.9941824176607
1506,63.08,63.161679024519955,25.794610496398207,100.5287475526417
1507,62.17,57.3412363697946,19.569156099415977,95.11331664017322
1508,60.03,51.17482192209082,13.024901214254633,89.32474262992702
1509,55.03,48.16520084734109,9.66159180055778,86.6688098941244
1510,52.25,45.13276899335782,6.297002791357926,83.96853519535772
1511,48.45,41.180538598838744,2.0318624015450126,80.32921479613248
1512,46.11,46.9278228715,35.29226893406528,58.56337680893472
1513,41.59,44.28460260475579,27.771325122174073,60.797880087337504
1514,37.21,42.599304751243025,22.698359333756,62.50025016873005
1515,35.18,41.45961116745495,18.939843558991562,63.97937877591834
1516,24.65,41.845808621721886,17.199776152171474,66.4918410912723
1517,23.85,43.93245438890179,17.509274069554216,70.35563470824937
1518,24.05,47.80602116681559,19.868103348428455,75.74393898520273
1519,24.8,55.37056053231416,26.122824325460996,84.61829673916732
1520,24.97,59.17011057383639,28.77691779214323,89.56330335552954
1521,25.65,58.41849864301436,27.014308529685422,89.8226887563433
1522,26.0,57.52062255457503,25.21711187938169,89.82413322976836
1523,26.07,57.79190698975968,24.68295175287276,90.90086222664661
1524,25.87,56.58867781350982,22.753966580583572,90.42338904643606
1525,25.83,55.84162715153769,21.349358545671798,90.33389575740358
1526,26.02,56.15420711388361,21.06315144067431,91.24526278709291
1527,26.5,58.94440901695826,23.30551477263444,94.58330326128208
1528,28.05,62.599409979689945,26.457076184814944,98.74174377456495
1529,28.53,69.291130032508,32.684227822007884,105.8980322430081
1530,28.17,64.59380376459481,27.556506319668678,101.63110120952095
1531,27.92,58.87584377594318,21.438307407651727,96.31338014423463
1532,27.56,52.870710212360166,15.059638239130678,90.68178218558965
1533,27.04,49.81896664531511,11.658079866109105,87.97985342452111
1534,26.18,46.75978498875692,8.270216935641102,85.24935304187274
1535,24.92,42.863841462167144,4.064472517356606,81.66321040697768
1536,24.66,24.40210581105338,12.817145017288386,35.98706660481838
1537,24.05,22.52098627047219,6.055659414584831,38.98631312635955
1538,23.88,21.41243653470369,1.5473092232792816,41.2775638461281
1539,24.03,20.92356614003532,-1.576977229498226,43.424109509568865
1540,24.58,21.382769568997485,-3.262584654012638,46.028123792007605
1541,25.84,23.92360188395528,-2.5179291665394743,50.36513293445003
1542,28.21,28.166720531754844,0.1918624586933575,56.14157860481633
1543,30.85,36.04097266909862,6.738740783065683,65.34320455513156
1544,49.2,40.14057944349655,9.676752009305336,70.60440687768777
1545,50.02,39.773683801746486,8.28437479071011,71.26299281278287
1546,55.4,39.348357815781355,6.947036439250418,71.7496791923123
1547,56.53,40.03004311671162,6.8124442542594394,73.2476419791638
1548,52.07,39.054214545722786,5.101901282449369,73.0065278089962
1549,56.53,38.8338383360792,4.216863363597909,73.45081330856048
1550,57.99,39.519709044448874,4.298650953881079,74.74076713501667
1551,58.03,42.455755981945025,6.683308405933026,78.22820355795702
1552,60.5,46.09780785427551,9.82004037259668,82.37557533595434
1553,65.22,52.83721647417529,16.094589211789952,89.57984373656063
1554,60.05,48.41947332782354,11.247663201785727,85.59128345386135
1555,53.73,43.105814831691596,5.536395398531518,80.67523426485167
1556,37.68,37.515500019194484,-0.42349409223068335,75.45449413061965
1557,34.82,34.89935519603363,-3.384245578196797,73.18295597026406
1558,30.95,32.12559088627135,-6.4803171594644695,70.73149893200716
1559,27.35,28.54773835986515,-10.360508742222379,67.45598546195268
1560,27.81,26.704337203509763,15.165521321754467,38.24315308526506
